,wa_id,Crownfunding,Lien,Don,Nb Tipers,Temps
273,1936406,utip,https://www.utip.io/thelegendoflinkos,[],26,2022-04-16 19:09:37.419143
274,872710,tipeee,https://fr.tipeee.com/le-raptor,[],8,2022-04-16 19:10:08.633693
275,784894,utip,https://utip.io/pikashoute,[],11 425,2022-04-16 19:10:16.987483
276,2270710,utip,https://utip.io/gritcheur,[],4,2022-04-16 19:10:25.614623
277,863697,utip,https://utip.io/mkprod,[],3 090,2022-04-16 19:10:38.736451
278,185660,tipeee,https://fr.tipeee.com/charles-melanie,[],[],2022-04-16 19:10:45.941923
279,902992,kickstarter,https://www.kickstarter.com/projects/sustainsportcr/homi-the-japanese-carbon-fiber-adventure-jacket?ref=8brabh,[],[],2022-04-16 19:10:51.477230
280,200003,tipeee,https://www.tipeee.com/hardcore-chico,€0,0,2022-04-16 19:11:01.074476
281,2130593,tipeee,https://fr.tipeee.com/shubleu-youtube/news,0 €,0,2022-04-16 19:11:07.941071
282,394624,tipeee,https://en.tipeee.com/gillus,[],[],2022-04-16 19:11:15.262673
283,1818,kisskissbankbank,https://www.kisskissbankbank.com/fr/projects/wojtek-en-spectacle?utm_campaign=started_project_email&utm_medium=email&utm_source=project_mailer&fbclid=IwAR2XUfYQDKwUvWZGS3Lf-j-Lh4L95IcKj6rZ-qEbcJ94zWeGkMiM1wj0A4w,[],[],2022-04-16 19:11:22.761564
284,418243,tipeee,https://www.tipeee.com/nemellia,[],[],2022-04-16 19:11:30.874787
285,1301973,utip,https://utip.io/misterzetblackz,[],286,2022-04-16 19:11:40.184284
286,1311420,utip,https://utip.io/fredericjean,[],123,2022-04-16 19:11:52.496915
287,337550,tipeee,https://en.tipeee.com/stay-tuned-tv,€0,0,2022-04-16 19:11:59.731756
288,2315552,utip,https://utip.io/hycarius,[],1 460,2022-04-16 19:12:12.615372
289,1256508,kickstarter,https://www.kickstarter.com/projects/ichibanjapan/72-saisons-du-japon-par-ichiban-japan,[],[],2022-04-16 19:12:18.438650
290,2199655,utip,https://www.utip.io/thomasparlefoot,[],659,2022-04-16 19:12:27.224573
291,2303039,tipeee,https://fr.tipeee.com/libre-et-sauvage,261 €,24,2022-04-16 19:12:34.235744
292,2317979,utip,http://utip.io/clickfps,[],260,2022-04-16 19:12:43.461184
293,2254280,utip,https://utip.io/gamoviz,[],23,2022-04-16 19:12:56.891148
294,585242,utip,https://utip.io/jeremysadi,[],95,2022-04-16 19:13:06.538891
295,2152478,patreon,https://www.patreon.com/x4fab,[],[],2022-04-16 19:13:18.917687
296,1384689,paypal,https://www.paypal.me/MMargosian,[],[],2022-04-16 19:13:25.939271
297,1445411,tipeee,https://www.tipeee.com/science4all,[],[],2022-04-16 19:13:33.572042
298,397376,utip,https://utip.io/jejeryt,[],16,2022-04-16 19:13:46.179050
299,2245612,tipeee,https://fr.tipeee.com/david-dada-bens,0 €,0,2022-04-16 19:13:58.162136
300,1196429,patreon,https://www.patreon.com/john2point0,[],[],2022-04-16 19:14:11.574795
301,411873,patreon,https://www.patreon.com/lknsardari,[],[],2022-04-16 19:14:23.721217
302,873967,utip,https://utip.io/soniaselaire,[],179,2022-04-16 19:14:37.250842
303,2206909,paypal,https://paypal.me/Nawys?locale.x=fr_FR,[],[],2022-04-16 19:14:44.855104
304,2298512,tipeee,https://fr.tipeee.com/clararunaway,322 €,60,2022-04-16 19:14:51.852557
305,470619,tipeee,https://www.tipeee.com/olbius-l-olibrius-du-jeu-video,€87,23,2022-04-16 19:14:59.582957
306,102929,utip,https://utip.io/anthonytitou01,[],23,2022-04-16 19:15:09.666002
307,902195,utip,https://www.utip.io/cestuneautrehistoire,[],1 617,2022-04-16 19:15:19.937209
308,2326,utip,https://utip.io/maxwell,[],533,2022-04-16 19:15:28.652982
309,62168,ulule,https://fr.ulule.com/roman-augmente-poisson-fecond/?utm_medium=Youtubeutm_source=BulleFacteur&utm_campaign=presale_132085,[],[],2022-04-16 19:15:35.949788
310,1315072,utip,https://utip.io/yekais,[],2 488,2022-04-16 19:15:44.453952
311,2263,ulule,https://fr.ulule.com/tubonia-tome-2,[],[],2022-04-16 19:15:52.082255
312,451328,tipeee,https://fr.tipeee.com/mon-petit-reflex,[],[],2022-04-16 19:15:59.489650
313,1793221,utip,https://utip.io/tinkyjolie,[],110,2022-04-16 19:16:09.967292
314,2365611,utip,https://utip.io/serialshajâ\x80\x8b,[],[],2022-04-16 19:16:18.297578
315,904915,tipeee,https://en.tipeee.com/cuisto-pedro,€0,0,2022-04-16 19:16:24.993275
316,325469,utip,https://utip.io/krysoff,[],39,2022-04-16 19:16:36.114644
317,185197,tipeee,https://www.tipeee.com/jean-baptiste-show,[],705,2022-04-16 19:16:43.187495
318,2261249,utip,https://utip.io/misterfalcon,[],252,2022-04-16 19:16:52.484691
319,2269229,utip,https://www.utip.io/klembeats,[],15,2022-04-16 19:17:07.232806
320,2167632,utip,https://utip.io/goldsoul,[],1 112,2022-04-16 19:17:16.195743
321,1685869,ulule,https://fr.ulule.com/mag-idees-faire,[],[],2022-04-16 19:17:23.810108
322,822883,utip,https://utip.io/djvins,[],48,2022-04-16 19:17:33.645689
323,2317040,utip,https://utip.io/legeneral,[],265,2022-04-16 19:17:44.269047
324,844511,utip,https://utip.io/colmanlegrand,[],3 033,2022-04-16 19:17:57.696802
325,2188992,utip,https://utip.io/bulletproofmultigaming,[],[],2022-04-16 19:18:06.974971
326,581407,patreon,https://www.patreon.com/nicolaiheidlas,[],[],2022-04-16 19:18:15.948578
327,2315138,tipeee,https://fr.tipeee.com/mysteriatip,260 €,69,2022-04-16 19:18:27.754291
328,174815,paypal,https://www.paypal.com/pools/c/86iPbmkjWg,[],[],2022-04-16 19:18:50.560816
329,343851,utip,https://utip.io/mraka03,[],126,2022-04-16 19:19:02.688851
330,2181463,tipeee,https://en.tipeee.com/200-pour-que-allan-mange-du-caca,€0,0,2022-04-16 19:19:10.031092
331,721546,tipeee,https://www.tipeee.com/lechuchoteurasmr,€505,32,2022-04-16 19:19:17.505425
332,1321852,paypal,https://www.paypal.me/venusgrandest,[],[],2022-04-16 19:19:25.326265
333,2107320,utip,https://utip.io/hydrostone,[],58,2022-04-16 19:19:37.645809
334,1296368,utip,https://utip.io/magicmouse,[],196,2022-04-16 19:19:49.378858
335,2303054,utip,https://utip.io/kapands,[],603,2022-04-16 19:20:00.425597
336,286957,ulule,https://fr.ulule.com/tubonia-tome-2/?utm_medium=post&utm_source=farod%20ulule-FR&utm_campaign=presale_94242,[],[],2022-04-16 19:20:07.988364
337,2374186,patreon,https://www.patreon.com/gregtoussaint4,[],[],2022-04-16 19:20:20.582004
338,37763,paypal,https://www.youtube.com/redirect?event=channel_banner&redir_token=Gcm93JV1HDQRxgAO-QKHr4WkAZd8MTU4NzI2NjQyMEAxNTg3MTgwMDIw&q=https%3A%2F%2Fwww.paypal.com%2Fcgi-bin%2Fwebscr%3Fcmd%3D_s-xclick%26hosted_button_id%3DKKU6U857JETC4%26source%3Durl,[],[],2022-04-16 19:20:25.583218
339,837204,paypal,https://www.paypal.com/pools/c/8fozs12aZe,[],[],2022-04-16 19:20:40.249320
340,1093031,tipeee,https://en.tipeee.com/mirsa,€0,0,2022-04-16 19:20:48.772291
341,1318284,utip,https://www.utip.io/lespetitesanecdotesdujeuvideo,[],1 312,2022-04-16 19:21:04.145662
342,2319635,tipeee,https://en.tipeee.com/lara-tactical,€0,0,2022-04-16 19:21:14.584446
343,884824,paypal,https://www.paypal.com/donate/?token=sHcpnx0_NOxH4XbWdbGTvn-9ICM9CyIkFawGFo7Ze6x3I4-d71mxIswzB0h7d14BkhyR3G&country.x=FR&locale.x=FR,[],[],2022-04-16 19:21:20.855135
344,1471573,utip,https://utip.io/nina2119,[],640,2022-04-16 19:21:30.416850
345,870760,utip,https://www.utip.io/feed/actionbadass,[],98,2022-04-16 19:21:39.933195
346,111807,utip,https://utip.io/quentinox01ï»¿,[],[],2022-04-16 19:21:48.241195
347,2303042,tipeee,https://fr.tipeee.com/le-bizarreum1,67 €,14,2022-04-16 19:21:55.564603
348,607184,utip,https://utip.io/sturry,[],1 074,2022-04-16 19:22:04.329778
349,36471,utip,https://utip.io/s/KqM2FT,[],[],2022-04-16 19:22:13.565463
350,2235357,paypal,https://www.paypal.me/ytbstars,[],[],2022-04-16 19:22:20.939912
351,2315483,utip,https://utip.io/blarod,[],[],2022-04-16 19:22:29.673687
352,2070305,tipeee,https://www.tipeee.com/evalespetitsplats,[],30,2022-04-16 19:22:36.704442
353,606453,utip,https://utip.io/zafeel,[],166,2022-04-16 19:22:48.924924
354,2133405,paypal,https://paypal.me/pools/c/8yMWof95VI,[],[],2022-04-16 19:23:04.818555
355,2243752,paypal,https://www.paypal.me/bahbail,[],[],2022-04-16 19:23:12.070760
356,122388,kickstarter,https://www.kickstarter.com/projects/mutrics/mutrics-gb-30-ultra-slim-smart-audio-glasses-for-gamers,[],[],2022-04-16 19:23:19.041173
357,316919,tipeee,https://en.tipeee.com/user/g117723271744670807480,[],[],2022-04-16 19:23:28.593937
358,2317328,utip,https://utip.io/leshyro,[],899,2022-04-16 19:23:42.065966
359,530,kisskissbankbank,https://www.kisskissbankbank.com/fr/projects/ayrobot-une-bande-dessinee-par-aypierre,[],[],2022-04-16 19:23:51.064762
360,160,ulule,https://fr.ulule.com/nouvel-album-de-mariluce,[],[],2022-04-16 19:23:58.348823
361,2338191,utip,https://www.utip.io/kaizzo,[],590,2022-04-16 19:24:08.159310
362,2400452,utip,https://utip.io/ibordelais,[],42,2022-04-16 19:24:19.859047
363,1493188,patreon,https://www.patreon.com/gidek,[],[],2022-04-16 19:24:29.859817
364,241974,utip,https://utip.io/lechefotaku/shop,[],20 597,2022-04-16 19:24:38.506723
365,1535261,kickstarter,https://www.kickstarter.com/projects/kenburns/thumby-the-tiny-playable-keychain,[],[],2022-04-16 19:24:44.368740
366,2173165,ulule,https://fr.ulule.com/suanij/news,[],[],2022-04-16 19:24:51.884184
367,1551120,ulule,https://mobile.ulule.com/les-cereales-du-gout/?lang=fr,[],[],2022-04-16 19:24:59.381289
368,1454040,tipeee,https://tipeee.com/abdelkarim-patissier,€0,0,2022-04-16 19:25:06.384727
369,111779,kickstarter,https://www.kickstarter.com/projects/gogobird1010/gogobird-take-your-dreams-to-the-sky?utm_source=youtube&utm_medium=kol&utm_campaign=purchase&utm_term=Taz&utm_content=6.9,[],[],2022-04-16 19:25:12.306436
370,1445981,paypal,https://www.paypal.me/JeanPierrePETIT,[],[],2022-04-16 19:25:18.960945
371,2209845,paypal,https://www.paypal.com/donate/?token=IM17_McBw82dpBA6BqICiT80wIBSVH71iq3x1GcuTppqaDfBeZQEcLJraLzc8ajUh14HWm&country.x=FR&locale.x=FR,[],[],2022-04-16 19:25:24.968873
372,160840,tipeee,https://fr.tipeee.com/marjorie-le-noan,64 €,16,2022-04-16 19:25:32.262567
373,853942,utip,https://utip.io/crottinsco,[],129,2022-04-16 19:25:40.904789
374,2220694,utip,https://utip.io/clapman,[],1 600,2022-04-16 19:25:50.021726
375,210701,tipeee,https://en.tipeee.com/fulljojo,€0,0,2022-04-16 19:25:59.281684
376,801110,utip,https://utip.io/fluffylifeftnecsus,[],2 147,2022-04-16 19:26:08.094883
377,1802115,utip,https://www.utip.io/eddiecudi,[],4 371,2022-04-16 19:26:16.627711
378,2191307,tipeee,https://fr.tipeee.com/la-chaine-de-matt,0 €,0,2022-04-16 19:26:25.570232
379,261075,utip,https://utip.io/grafikart,[],1 472,2022-04-16 19:26:36.438792
380,1863113,utip,https://utip.io/julienueva,[],56,2022-04-16 19:26:45.359069
381,1004191,utip,https://utip.io/misterfreeride,[],990,2022-04-16 19:27:00.545867
382,2249753,utip,https://www.utip.io/permawill,[],2,2022-04-16 19:27:18.031569
383,2318594,utip,https://utip.io/yoona,[],192,2022-04-16 19:27:30.026506
384,1524302,paypal,https://www.paypal.com/cgi-bin/webscr,[],[],2022-04-16 19:27:38.483521
385,2229451,paypal,https://www.paypal.me/IISHADOWYTII?lo,[],[],2022-04-16 19:27:45.476838
386,2321246,kickstarter,https://www.kickstarter.com/projects/govoce/vc100-bt-far-field-car-charger-with-google-assistant-and-siri,[],[],2022-04-16 19:27:51.561957
387,887741,tipeee,https://fr.tipeee.com/mon-ange,0 €,0,2022-04-16 19:28:02.234879
388,26704,ulule,https://fr.ulule.com/dungeon-of-fitness/,[],[],2022-04-16 19:28:10.222194
389,36495,kisskissbankbank,https://www.kisskissbankbank.com/en/projects/alem-album-hang,[],[],2022-04-16 19:28:18.929724
390,4152,tipeee,https://fr.tipeee.com/regendario-fm-project,[],[],2022-04-16 19:28:26.789541
391,641700,kickstarter,https://www.kickstarter.com/projects/tacticaladventures/solasta-crown-of-the-magister,[],[],2022-04-16 19:28:32.795828
392,2315522,tipeee,https://fr.tipeee.com/libreriche,[],[],2022-04-16 19:28:40.192623
393,70975,tipeee,https://en.tipeee.com/kev-manner-misterkm,€0,0,2022-04-16 19:28:47.174441
394,1631801,tipeee,https://www.tipeee.com/le-studio-de-poche,€655,247,2022-04-16 19:28:58.242007
395,2318039,utip,https://utip.io/fear,[],54,2022-04-16 19:29:09.090746
396,2051516,paypal,https://www.paypal.me/PoyGaming891,[],[],2022-04-16 19:29:17.866942
397,1519997,utip,https://utip.io/moniails,[],0,2022-04-16 19:29:27.879088
398,1311368,utip,https://utip.io/fitzadri,[],3 874,2022-04-16 19:29:38.505302
399,1764406,paypal,https://www.paypal.me/WliveFrance?loc,[],[],2022-04-16 19:29:45.926628
400,200931,tipeee,https://www.tipeee.com/drawertv,€16,3,2022-04-16 19:29:53.236854
401,2027555,utip,https://utip.io/alkor,[],125,2022-04-16 19:30:04.997013
402,880753,paypal,https://www.paypal.me/Skyrroom,[],[],2022-04-16 19:30:12.607415
403,2020443,utip,https://utip.io/frite,[],2 655,2022-04-16 19:30:27.809488
404,427531,ulule,https://fr.ulule.com/la-source,[],[],2022-04-16 19:30:36.745428
405,2234737,paypal,https://www.paypal.me/nezmouss,[],[],2022-04-16 19:30:43.969650
406,1830971,patreon,https://www.patreon.com/Stellaros,[],[],2022-04-16 19:30:53.265831
407,3793,ulule,https://fr.ulule.com/tsunami-island-battle-royale,[],[],2022-04-16 19:31:02.189440
408,2238893,utip,https://utip.io/loguitoytb,[],194,2022-04-16 19:31:11.628306
409,2264257,paypal,https://www.paypal.me/rogeruchiwa?locale.x=en_US,[],[],2022-04-16 19:31:19.147504
410,2205178,tipeee,https://fr.tipeee.com/fatality,0 €,0,2022-04-16 19:31:28.441304
411,414343,tipeee,https://www.tipeee.com/league-of-historia,€0,0,2022-04-16 19:31:35.564278
412,614977,paypal,https://www.paypal.com/paypalme/nikopaladino,[],[],2022-04-16 19:31:42.784136
413,1337431,kickstarter,https://www.kickstarter.com/projects/xdo/picopc-tiny-desktop-pc-palm-sized-windows-linux-computer,[],[],2022-04-16 19:31:48.982251
414,2243348,tipeee,https://fr.tipeee.com/terrabellum,[],[],2022-04-16 19:31:55.989614
415,784305,tipeee,https://www.tipeee.com/p-a-u-l,€660,225,2022-04-16 19:32:08.669593
416,511521,paypal,https://www.paypal.me/Coconut31,[],[],2022-04-16 19:32:16.277842
417,2044811,paypal,https://www.paypal.com/pools/c/8dMmTGEcVm,[],[],2022-04-16 19:32:38.394324
418,138022,utip,https://www.utip.io/gregutip,[],1 109,2022-04-16 19:32:48.737010
419,897956,utip,https://utip.io/akiragaming,[],9,2022-04-16 19:32:58.794013
420,1256954,tipeee,https://fr.tipeee.com/linuxtricks,16 €,3,2022-04-16 19:33:07.659672
421,306928,utip,https://www.utip.io/RoiLouis,[],3 914,2022-04-16 19:33:22.253418
422,170060,utip,https://utip.io/slipix,[],902,2022-04-16 19:33:39.331389
423,621654,tipeee,https://fr.tipeee.com/azixs,0 €,0,2022-04-16 19:33:49.597736
424,1516863,utip,https://utip.io/zeyne,[],291,2022-04-16 19:34:10.061564
425,2023582,tipeee,https://fr.tipeee.com/aide-a-multi-brico,0 €,0,2022-04-16 19:34:18.653684
426,55569,utip,https://utip.io/immersivtv,[],589,2022-04-16 19:34:28.694637
427,7656,utip,https://utip.io/ocariknights,[],2 354,2022-04-16 19:34:44.133860
428,207276,kickstarter,https://www.kickstarter.com/projects/playway/gold-rush-0/faqs,[],[],2022-04-16 19:34:50.311301
429,2303024,patreon,https://www.patreon.com/Venusliuzzo,[],[],2022-04-16 19:35:04.680362
430,784329,tipeee,http://tipeee.com/ScienceClic,€308,83,2022-04-16 19:35:12.032897
431,878770,tipeee,https://www.tipeee.com/nota-beneâ\x80\x8bâ\x80\x8bâ\x80\x8b,[],[],2022-04-16 19:35:18.878913
432,1605430,utip,https://www.utip.io/douceurlilas,[],454,2022-04-16 19:35:29.891810
433,2226264,utip,https://utip.io/thejackus35,[],10,2022-04-16 19:35:39.420385
434,7705,utip,https://utip.io/dracoh77,[],138,2022-04-16 19:35:57.715748
435,654579,paypal,https://www.youtube.com/redirect?redir_token=NyKM9LekgHQbBhxXED6bHx9kZrl8MTUzMDcxNTkzOEAxNTMwNjI5NTM4&event=video_description&v=LvSMwNqXDAI&q=https%3A%2F%2Fwww.paypal.com%2Fcgi-bin%2Fwebscr%3Fcmd%3D_s-xclick%26hosted_button_id%3D58FXXJMG2Q9YL,[],[],2022-04-16 19:36:02.730076
436,893542,paypal,https://www.paypal.me/sandraasmr,[],[],2022-04-16 19:36:09.775221
437,2184579,tipeee,https://fr.tipeee.com/angry-waifu,3 €,2,2022-04-16 19:36:16.656451
438,65576,patreon,https://www.patreon.com/audiolude,[],[],2022-04-16 19:36:28.685090
439,1310902,tipeee,https://fr.tipeee.com/les-textes-videos-d-axel,0 €,0,2022-04-16 19:36:42.821034
440,2117346,ulule,https://fr.ulule.com/papimoon/,[],[],2022-04-16 19:36:50.511233
441,2318384,tipeee,https://fr.tipeee.com/cyprien-adventures,20 €,1,2022-04-16 19:37:01.390554
442,229332,tipeee,https://fr.tipeee.com/ataaable?fbclid=IwAR0r3Hy6DVDM4tKsOj-k67ti2ienORN5AAa-b3D0abSlgjayU0CqsjymxHw,0 €,0,2022-04-16 19:37:08.705588
443,609739,patreon,http://patreon.com/firecrystal,[],[],2022-04-16 19:37:26.215485
444,853436,utip,https://www.utip.io/ctrlprodmio,[],28,2022-04-16 19:37:38.284838
445,1057619,utip,https://utip.io/enfantsdelest,[],98,2022-04-16 19:37:52.388403
446,384101,tipeee,https://en.tipeee.com/antoine-1,€0,0,2022-04-16 19:37:59.196371
447,822575,tipeee,https://en.tipeee.com/andrew-is-gay,€0,0,2022-04-16 19:38:06.390619
448,1844,tipeee,https://www.tipeee.com/punky,[],[],2022-04-16 19:38:14.110054
449,2256035,paypal,https://www.paypal.com/paypalme2/FSiari?locale.x=fr_FR,[],[],2022-04-16 19:38:21.344216
450,784295,tipeee,https://fr.tipeee.com/guillaume-cassar,482 €,70,2022-04-16 19:38:40.528363
451,73271,tipeee,https://fr.tipeee.com/game68240-tutos-informatiques-android,0 €,0,2022-04-16 19:38:47.768245
452,405,kisskissbankbank,https://www.kisskissbankbank.com/fr/projects/zone-sauvage,[],[],2022-04-16 19:39:06.339256
453,317913,ulule,https://fr.ulule.com/samposthominum,[],[],2022-04-16 19:39:13.782925
454,684323,tipeee,https://www.tipeee.com/parisasmr,€130,5,2022-04-16 19:39:20.560881
455,4892,tipeee,https://fr.tipeee.com/ganesh2,71 €,18,2022-04-16 19:39:27.346441
456,2144773,utip,https://utip.io/byuuun,[],[],2022-04-16 19:39:35.870424
457,2310219,paypal,https://paypal.me/lacoccinelle?locale.x=fr_FR,[],[],2022-04-16 19:39:43.548870
458,173089,utip,http://www.utip.io/ellenlc,[],304,2022-04-16 19:39:54.029947
459,847971,tipeee,https://fr.tipeee.com/bronol,60 €,17,2022-04-16 19:40:00.867072
460,1055223,utip,https://utip.io/krooggaming,[],[],2022-04-16 19:40:09.867510
461,2275352,utip,https://utip.io/ninomssclick,[],2 283,2022-04-16 19:40:19.584870
462,2315762,tipeee,https://fr.tipeee.com/jolyful,5 €,1,2022-04-16 19:40:26.454298
463,2322041,utip,https://utip.io/cryptomatrixâ\x80\x8bâ\x80\x8bâ\x80\x8bâ\x80\x8bâ\x80\x8bâ\x80\x8b,[],[],2022-04-16 19:40:34.528875
464,2242922,ulule,https://fr.ulule.com/utuber-manga,[],[],2022-04-16 19:40:42.526801
465,643592,utip,https://utip.io/funwise,[],3 062,2022-04-16 19:40:57.184976
466,2193438,utip,https://utip.io/elisehvrd,[],9,2022-04-16 19:41:05.853676
467,1810295,utip,https://utip.io/LeTropeur,[],3 266,2022-04-16 19:41:19.568116
468,1461954,utip,https://utip.io/lecritiqueur,[],990,2022-04-16 19:41:29.472274
469,2219511,utip,https://utip.io/hugopro,[],3 182,2022-04-16 19:41:43.697367
470,2377996,paypal,https://www.paypal.com/paypalme/neurosatis,[],[],2022-04-16 19:41:52.419964
471,2303291,ulule,https://fr.ulule.com/zonedebzzz-les4saisons/,[],[],2022-04-16 19:42:00.516680
472,106687,paypal,https://www.paypal.com/donate/?token=SdpYRoLVTxweGkmLyxDxPFnyT0HVhE_rMtV6luwY-V4W85XndPBKUaHnMSgwIx43ZxnHem&country.x=FR&locale.x=FR,[],[],2022-04-16 19:42:06.666913
473,758024,utip,https://utip.io/thoomas,[],9 379,2022-04-16 19:42:18.273830
474,1416408,utip,https://utip.io/starwarsabsolute,[],1 531,2022-04-16 19:42:34.408288
475,881733,utip,https://www.utip.io/leroidesrats,[],31 058,2022-04-16 19:42:48.449239
476,389713,tipeee,https://fr.tipeee.com/darkows,0 €,0,2022-04-16 19:42:59.326439
477,2126712,utip,https://www.utip.io/carastgermain,[],18,2022-04-16 19:43:08.259104
478,397074,kickstarter,https://www.kickstarter.com/projects/warmkitten/justin-wack-and-the-big-time-hack?ref=91fxlm,[],[],2022-04-16 19:43:14.673460
479,1766860,tipeee,https://fr.tipeee.com/foxy-pleins-de-chronique,0 €,0,2022-04-16 19:43:21.787357
480,316226,utip,https://utip.io/megavolt,[],17,2022-04-16 19:43:31.359676
481,1209861,utip,https://utip.io/Stardust,[],8 343,2022-04-16 19:43:41.636521
482,727745,tipeee,https://www.tipeee.com/kitaii-des-series,€0,0,2022-04-16 19:43:49.212279
483,2303507,utip,https://utip.io/okrynprod,[],35,2022-04-16 19:44:00.867281
484,2254993,tipeee,https://fr.tipeee.com/ami-des-lobbies,560 €,132,2022-04-16 19:44:07.546623
485,1769941,paypal,https://www.paypal.com/donate?hosted_button_id=MML39X58W9UUE,[],[],2022-04-16 19:44:15.877582
486,1924522,tipeee,https://www.tipeee.com/deotoons,€165,36,2022-04-16 19:44:23.817920
487,2247716,utip,https://utip.io/sparkix,[],4 981,2022-04-16 19:44:42.367241
488,707577,utip,https://utip.io/akynfeev,[],196,2022-04-16 19:44:53.805472
489,573014,tipeee,https://en.tipeee.com/les-revues-du-monde,€959,252,2022-04-16 19:45:00.590838
490,678174,utip,https://www.utip.io/max77,[],62,2022-04-16 19:45:09.607604
491,2021161,utip,https://utip.io/s/MZk54n,[],[],2022-04-16 19:45:20.053653
492,765074,paypal,https://www.paypal.com/donate/?token=1RaZMGHGGES-56qUBYSHYEqgnB3wb94f32lEG3kV0x7LSCMwt5pselwoUfkYSS8DsGElEG&country.x=FR&locale.x=FR,[],[],2022-04-16 19:45:26.334203
493,872,patreon,https://www.patreon.com/redkill,[],[],2022-04-16 19:45:35.722399
494,831768,utip,https://www.utip.io/veerdosepage,[],6 148,2022-04-16 19:45:49.456096
495,621674,tipeee,https://fr.tipeee.com/caljbeut-cartoons-trashs,216 €,65,2022-04-16 19:46:00.120211
496,176747,ulule,https://fr.ulule.com/woman-up,[],[],2022-04-16 19:46:07.682766
497,2298978,patreon,http://patreon.com/firecrystal,[],[],2022-04-16 19:46:23.695073
498,2970,utip,https://www.utip.io/valgadow,[],39,2022-04-16 19:46:36.532641
499,618260,utip,https://utip.io/thorneo,[],37,2022-04-16 19:46:46.049993
500,1561883,tipeee,https://www.tipeee.com/majid-oukacha,"€1,060",146,2022-04-16 19:46:53.669531
501,2317856,utip,https://utip.io/ohtoimonbarca,[],48,2022-04-16 19:47:02.602012
502,711266,utip,https://utip.io/revecompulsif,[],539,2022-04-16 19:47:11.737313
503,203757,kickstarter,https://www.kickstarter.com/projects/pitaka-magez-slider/magez-slider-your-complete-wireless-charging-companion,[],[],2022-04-16 19:47:17.697060
504,2106023,ulule,https://fr.ulule.com/utuber-manga,[],[],2022-04-16 19:47:25.421444
505,2320226,utip,https://utip.io/xortek45,[],116,2022-04-16 19:47:33.932995
506,2315492,paypal,https://www.paypal.com/paypalme/TourdepriereSemeur,[],[],2022-04-16 19:47:40.723181
507,2193009,tipeee,https://fr.tipeee.com/savun,184 €,55,2022-04-16 19:47:51.429906
508,2313638,tipeee,https://fr.tipeee.com/docteur-wrestling,0 €,0,2022-04-16 19:47:58.874317
509,784309,tipeee,https://www.tipeee.com/le-sense-of-wonder,€351,127,2022-04-16 19:48:06.098492
510,361862,patreon,https://www.patreon.com/nowtech,[],[],2022-04-16 19:48:19.708946
511,1469543,utip,https://utip.io/nourhene,[],1 777,2022-04-16 19:48:28.515341
512,1143627,tipeee,https://www.tipeee.com/epic-pixel-battle,€980,50,2022-04-16 19:48:35.534396
513,799612,utip,https://utip.io/visionplaisirlagourmandiseculinaire,[],2,2022-04-16 19:48:46.292298
514,840555,tipeee,https://fr.tipeee.com/ca-zap,0 €,0,2022-04-16 19:48:54.466609
515,2321876,tipeee,https://fr.tipeee.com/machine-learnia,893 €,111,2022-04-16 19:49:06.235973
516,2196572,ulule,https://fr.ulule.com/tubonia-tome-2,[],[],2022-04-16 19:49:13.823082
517,898338,tipeee,https://www.tipeee.com/cultnclick,€177,34,2022-04-16 19:49:25.464755
518,2196122,ulule,https://fr.ulule.com/astramortem,[],[],2022-04-16 19:49:33.263073
519,2321933,ulule,https://fr.ulule.com/la-maison-en-a/,[],[],2022-04-16 19:49:40.933398
520,816620,paypal,https://www.paypal.com/pools/c/8jwCOec3AI,[],[],2022-04-16 19:50:03.256121
521,2240905,ulule,https://fr.ulule.com/lost-in-blindness,[],[],2022-04-16 19:50:10.700347
522,2073144,paypal,https://www.paypal.me/STronGerEsports,[],[],2022-04-16 19:50:17.989592
523,657461,utip,https://www.utip.io/mangalore,[],396,2022-04-16 19:50:27.558677
524,2317250,paypal,https://www.paypal.com/paypalme/Arabe,[],[],2022-04-16 19:50:34.411829
525,2303090,tipeee,https://fr.tipeee.com/boneless-archeologie,[],[],2022-04-16 19:50:41.327436
526,2319167,paypal,https://paypal.me/pools/c/8hrTsIr47L,[],[],2022-04-16 19:51:03.988239
527,1647862,utip,https://www.utip.io/nakatine,[],1 806,2022-04-16 19:51:13.078368
528,81147,tipeee,https://fr.tipeee.com/hidetojpâ\x80\x8b,[],[],2022-04-16 19:51:20.031939
529,2119968,ulule,https://fr.ulule.com/thiefshell-la-coque-de-mobile-anti-vol-autonome/,[],[],2022-04-16 19:51:27.588167
530,1317418,patreon,https://www.patreon.com/GravyBeats,[],[],2022-04-16 19:51:39.610478
531,221061,utip,https://www.utip.io/leutipdejr,[],660,2022-04-16 19:51:48.500148
532,2197089,tipeee,https://fr.tipeee.com/mathieugamedev,[],[],2022-04-16 19:51:55.970089
533,790389,paypal,https://www.paypal.com/cgi-bin/webscr?cmd=_s-xclick&hosted_button_id=ZD2KTC7HK35YQ,[],[],2022-04-16 19:52:03.471032
534,2245195,tipeee,https://fr.tipeee.com/chaman-jo,[],0,2022-04-16 19:52:10.390462
535,503814,utip,https://utip.io/coraliediy,[],122,2022-04-16 19:52:18.710508
536,1321603,utip,https://utip.io/ettoutlemondesenfout,[],1 033,2022-04-16 19:52:27.637853
